tiempo,led_verde,led_rojo,val_x,val_y
5.830000000006663e-05,0,0.0029733000000033982,501,498
0.5770879000000004,0,29.431482900000024,501,498
0.6131378999999999,0,31.270032899999997,501,498
0.6498094000000005,0,33.140279400000026,501,498
0.6868163000000003,0,35.02763130000001,501,498
0.7234075999999998,0,36.89378759999999,501,498
0.7600904000000002,0,38.76461040000001,501,498
0.7970490000000003,0,40.64949900000002,501,498
0.8338692000000005,0,42.52732920000003,501,498
0.8713766000000005,0,44.440206600000025,501,498
0.9076636000000002,0,46.29084360000001,501,498
0.9479759000000003,0,48.34677090000002,501,498
0.9815218000000003,0,50.05761180000002,501,498
1.0194436000000007,0,51.99162360000003,501,498
1.0553297000000006,0,53.82181470000003,501,498
1.0920938000000007,0,55.696783800000034,501,498
1.1291088,0,57.5845488,501,498
1.1576558000000006,0,59.04044580000003,501,498
1.1942843000000005,0,60.90849930000003,501,498
1.2317741,0,62.8204791,501,498
1.2601040000000001,0,64.26530400000001,501,498
1.2973791000000006,0,66.16633410000003,501,498
1.3337963000000004,0,68.02361130000001,501,498
1.3710095000000004,0,69.92148450000003,501,498
1.4078411000000006,0,71.79989610000004,501,498
1.4443863000000006,0,73.66370130000003,501,498
1.482177,0,75.591027,501,498
1.5107110000000006,0,77.04626100000003,501,498
1.5469518000000004,0,78.89454180000003,501,498
1.5835175000000001,0,80.7593925,501,498
1.6123840999999999,0,82.2315891,501,498
1.6413499000000007,0,83.70884490000003,501,498
1.6788151000000004,0,85.61957010000002,501,498
1.7144798000000003,0,87.43846980000001,501,498
1.7514640000000004,0,89.32466400000001,501,498
1.7883658000000002,0,91.20665580000001,501,498
1.8254640000000002,0,93.09866400000001,501,497
1.8619975000000002,0,94.96187250000001,501,498
1.8994355,0,96.8712105,501,498
1.9280739000000002,0,98.33176890000001,501,498
1.9644300000000001,0,100.18593,501,498
1.9930803,0,101.6470953,501,498
2.0220322,0,103.12364219999999,501,498
2.0588878,0,105.00327779999999,501,498
2.0957279,0,106.8821229,501,498
2.1249345,0,108.37165950000002,501,498
2.1613746000000003,0,110.23010460000002,501,498
2.1987917,0,112.13837670000001,501,498
2.2348030000000003,0,113.97495300000001,501,498
2.2718076,0,115.86218759999998,501,498
2.3087182000000004,0,117.74462820000002,501,498
2.3458442,0,119.63805420000001,501,498
2.3824284000000002,0,121.50384840000001,501,498
2.4199238000000003,0,123.41611380000002,501,498
2.4561637000000003,0,125.26434870000001,501,498
2.4930182,0,127.14392819999999,501,498
2.5297268000000006,0,129.01606680000003,501,498
2.5671304,0,130.9236504,501,498
2.5955312,0,132.37209119999997,501,498
2.6323663999999996,0,134.25068639999998,501,498
2.6693574,0,136.1372274,501,498
2.6978248999999996,0,137.5890699,501,498
2.726411400000001,0,139.04698140000002,501,498
2.763338,0,140.930238,501,498
2.792696200000001,0,142.42750620000007,501,498
2.8291443000000003,0,144.28635930000002,501,498
2.8654496000000007,0,146.13792960000004,501,498
2.9028713999999995,0,148.04644139999996,501,498
2.939811100000001,0,149.93036610000004,501,498
2.9762399000000004,0,151.78823490000002,501,498
3.0136296000000007,0,153.69510960000002,501,498
3.0508210999999994,0,155.59187609999998,501,498
3.0874197000000008,0,157.45840470000005,501,498
3.1236737999999997,0,159.3073638,501,498
3.1529735000000008,0,160.80164850000006,501,498
3.1893497999999996,0,162.6568398,501,498
3.2187051999999996,0,164.15396519999996,501,498
3.256248200000001,0,166.06865820000004,501,498
3.291517400000001,0,167.86738740000004,501,498
3.328825300000001,0,169.77009030000005,501,498
3.365424400000001,0,171.63664440000005,501,498
3.4027556,0,173.5405356,501,498
3.4311505999999996,0,174.98868059999998,501,498
3.4691903999999996,0,176.92871039999997,501,498
3.5054875,0,178.7798625,501,498
3.5338281,0,180.2252331,501,498
3.562158600000001,0,181.67008860000004,501,498
3.5989399000000004,0,183.54593490000002,501,498
3.6362627000000005,0,185.44939770000002,501,498
3.6724726,0,187.29610259999998,501,498
3.710406100000001,0,189.23071110000006,501,498
3.7464234000000003,0,191.06759340000002,501,498
3.783996300000001,0,192.98381130000004,501,498
3.8205088,0,194.8459488,501,498
3.8487763,0,196.28759129999997,501,498
3.8862194000000008,0,198.19718940000004,501,498
3.922796300000001,0,200.06261130000004,501,498
3.9592485999999996,0,201.92167859999998,501,498
3.9966847000000003,0,203.83091970000004,501,498
4.033324599999999,0,205.69955459999997,501,498
4.0711036,0,207.6262836,501,498
4.0990814,0,209.05315140000002,501,498
4.1375112,0,211.01307119999998,501,498
4.1728832,0,212.81704320000003,501,497
4.2097074,0,214.6950774,501,498
4.238478400000001,0,216.16239840000006,501,498
4.2751416,0,218.0322216,501,498
4.3039306,0,219.5004606,501,498
4.3326669,0,220.96601190000004,501,498
4.370177300000001,0,222.87904230000007,501,498
4.4058711,0,224.69942609999998,501,498
4.4426613999999995,0,226.5757314,501,498
4.471577000000001,0,228.05042700000004,501,498
4.508917900000001,0,229.95481290000006,501,498
4.5456704,0,231.8291904,501,498
4.5738925,0,233.2685175,501,498
4.6028408,0,234.7448808,501,498
4.631106400000001,0,236.18642640000007,501,498
4.6686194,0,238.09958939999999,501,498
4.7050507,0,239.9575857,501,498
4.733876700000001,0,241.42771170000003,501,498
4.7708333000000005,0,243.31249830000002,501,498
4.807664100000001,0,245.19086910000004,501,498
4.8440970000000005,0,247.04894700000003,501,498
4.8812404,0,248.9432604,501,498
4.909855100000001,0,250.40261010000003,501,498
4.946479000000001,0,252.27042900000004,501,498
4.9835559,0,254.16135089999997,501,498
