tiempo,led_verde,led_rojo,val_x,val_y
0.00011059999997087289,1,0.005640599998514517,592,1023
0.5880558999999721,1,29.990850899998577,1023,1023
0.6282180000000039,1,32.0391180000002,1023,767
0.6650043999999866,1,33.91522439999932,1022,501
0.7023432999999955,1,35.81950829999977,1023,498
0.7390829999999937,1,37.69323299999968,1023,498
0.7766113000000132,1,39.607176300000674,501,498
0.8131541999999854,1,41.470864199999255,501,498
0.8496958000000063,1,43.33448580000032,171,660
0.886462100000017,1,45.20956710000087,0,1023
0.9201742000000195,1,46.928884200000994,0,1023
0.9602175999999645,1,48.97109759999819,152,1023
0.9970099999999888,1,50.84750999999943,501,1023
1.0348359000000187,1,52.77663090000095,562,943
1.0709807999999725,1,54.6200207999986,1023,713
1.1067441000000144,1,56.44394910000074,1023,498
1.144276399999967,1,58.35809639999832,1023,498
1.1809059999999931,1,60.22620599999965,502,494
1.2172568999999953,1,62.08010189999976,501,498
1.2505744999999706,1,63.77929949999851,501,498
1.2869772999999896,1,65.63584229999947,501,498
1.3206440000000157,1,67.3528440000008,498,500
1.3531879999999887,1,69.01258799999943,501,528
1.3898431000000073,1,70.88199810000037,501,729
1.4274181000000112,1,72.79832310000057,780,885
1.4637078000000088,1,74.64909780000045,1023,991
1.5008889999999724,1,76.54533899999859,1023,705
1.5374375999999756,1,78.40931759999876,1022,500
1.5745665999999687,1,80.3028965999984,1023,498
1.611360999999988,1,82.17941099999939,764,498
1.648474599999986,1,84.07220459999928,501,498
1.68496829999998,1,85.93338329999898,501,498
1.7221364999999764,1,87.8289614999988,119,887
1.7553589999999986,1,89.52330899999993,0,1023
1.7917888999999718,1,91.38123389999856,195,1023
1.8285745999999676,1,93.25730459999835,501,1023
1.8654880999999932,1,95.13989309999965,836,1023
1.9023068000000194,1,97.01764680000099,1023,1023
1.939332199999967,1,98.90594219999832,1023,986
1.9758092000000147,1,100.76626920000075,1023,732
2.0128495999999814,1,102.65532959999905,1023,501
2.0496583999999984,1,104.53257839999992,1023,498
2.086895599999991,1,106.43167559999955,501,498
2.1238821999999686,1,108.3179921999984,501,498
2.1604267000000164,1,110.18176170000083,355,687
2.197135399999979,1,112.05390539999894,191,1007
2.234630299999992,1,113.9661452999996,43,1023
2.2709535999999844,1,115.8186335999992,70,1023
2.3087054999999737,1,117.74398049999866,370,1023
2.3452720999999883,1,119.6088770999994,501,1023
2.381828999999982,1,121.47327899999908,691,1023
2.418664999999976,1,123.35191499999877,1023,951
2.454963200000009,1,125.20312320000045,1023,513
2.4923082999999906,1,127.10772329999952,1023,498
2.529103599999985,1,128.98428359999923,1023,497
2.5651915999999915,1,130.82477159999956,1023,249
2.6021246999999903,1,132.7083596999995,877,224
2.6392787999999996,1,134.60321879999998,501,278
2.676536199999987,1,136.50334619999933,501,433
2.7132768999999826,1,138.3771218999991,354,498
2.750580799999966,1,140.27962079999827,0,498
2.7826789999999733,1,141.91662899999864,0,769
2.8154988000000003,1,143.59043880000002,0,1023
2.8527437999999847,1,145.48993379999922,0,1023
2.8890638999999965,1,147.34225889999982,44,1023
2.9264228000000116,1,149.2475628000006,333,1023
2.9629006999999774,1,151.10793569999885,501,1022
3.000082500000019,1,153.00420750000097,704,1022
3.0373129000000176,1,154.9029579000009,1023,729
3.0738104000000135,1,156.7643304000007,1023,499
3.1112463999999704,1,158.6735663999985,1023,498
3.1477502999999842,1,160.5352652999992,1023,235
3.184748099999979,1,162.42215309999892,723,0
3.2179011999999716,1,164.11296119999855,501,0
3.254040400000008,1,165.9560604000004,501,292
3.290849499999979,1,167.83332449999892,499,498
3.328241699999978,1,169.7403266999989,499,500
3.3647424000000115,1,171.60186240000058,500,833
3.401918499999965,1,173.49784349999823,501,1023
3.4385297999999693,1,175.36501979999844,501,1023
3.4755453999999872,1,177.25281539999935,501,1022
3.512398200000007,1,179.13230820000035,835,1023
3.549119399999995,1,181.00508939999975,1023,1023
3.5857515999999805,1,182.873331599999,1023,983
3.622693799999979,1,184.75738379999893,1022,644
3.660716100000002,1,186.6965211000001,1023,498
3.6963195000000155,1,188.5122945000008,1023,498
3.7333385999999678,1,190.40026859999836,1022,498
3.7706617999999708,1,192.3037517999985,1023,498
3.8075794000000087,1,194.18654940000044,901,498
3.8442390999999816,1,196.05619409999906,501,322
3.881314599999996,1,197.9470445999998,501,236
3.917578600000013,1,199.79650860000066,501,228
3.9542610999999965,1,201.66731609999982,473,258
3.991449399999965,1,203.5639193999982,0,498
4.0242436999999995,1,205.23642869999998,0,576
4.056849999999997,1,206.89934999999986,0,942
4.089772299999993,1,208.57838729999963,0,1022
4.127346499999987,1,210.49467149999936,88,1023
4.163371100000006,1,212.33192610000032,470,1023
4.200068199999976,1,214.20347819999876,501,1023
4.237048399999992,1,216.0894683999996,707,1023
4.274247500000001,1,217.98662250000007,1023,1023
4.314944700000012,1,220.06217970000063,1023,498
4.3520039,1,221.95219889999998,1023,498
4.3886574,1,223.82152739999998,1022,157
4.4252652000000126,1,225.68852520000064,920,0
4.457799799999975,1,227.34778979999874,501,0
4.490509999999972,1,229.01600999999857,306,0
4.523550499999999,1,230.70107549999994,136,497
4.560295699999983,1,232.57508069999915,0,498
4.593863899999974,1,234.28705889999867,0,801
4.627397400000007,1,235.99726740000034,0,1023
4.663073300000008,1,237.8167383000004,169,1023
4.699898899999994,1,239.69484389999968,394,1023
4.738157699999988,1,241.64604269999938,501,1023
4.777782800000011,1,243.66692280000058,702,1023
4.814991099999986,1,245.5645460999993,1023,765
4.851427199999989,1,247.42278719999945,1023,498
4.88853469999998,1,249.31526969999896,1023,498
4.925892499999975,1,251.22051749999872,1023,445
4.962491099999966,1,253.08704609999825,1023,57
4.99897390000001,1,254.9476689000005,501,0
