tiempo,led_verde,led_rojo,val_x,val_y
0.0001177000000325279,1,0.006002700001658923,501,498
0.5803544000000329,1,29.59807440000168,501,498
0.6167875000000436,1,31.456162500002222,501,498
0.6544389000000024,1,33.37638390000012,501,498
0.6907175000000052,1,35.226592500000265,501,498
0.7272826000000236,1,37.091412600001206,501,498
0.7642832000000226,1,38.97844320000115,501,498
0.8012894999999958,1,40.865764499999784,501,498
0.8381238000000053,1,42.74431380000027,501,498
0.8748681000000147,1,44.61827310000075,501,498
0.9120713000000364,1,46.51563630000186,501,498
0.9524195000000191,1,48.57339450000097,501,498
0.9894357000000014,1,50.46122070000007,501,498
1.0265076000000022,1,52.35188760000011,501,498
1.0675046000000066,1,54.442734600000335,501,498
1.103763200000003,1,56.291923200000156,501,498
1.1405607000000373,1,58.1685957000019,501,498
1.1735517000000186,1,59.85113670000095,501,498
1.2101673000000233,1,61.718532300001186,501,498
1.247328600000003,1,63.61375860000015,501,498
1.2837432000000035,1,65.47090320000018,501,498
1.3163680000000113,1,67.13476800000058,501,498
1.3493118000000095,1,68.81490180000048,501,498
1.3822320000000445,1,70.49383200000227,501,498
1.4152293000000213,1,72.17669430000109,501,498
1.452557000000013,1,74.08040700000066,501,498
1.4891150999999923,1,75.9448700999996,501,498
1.521553900000015,1,77.59924890000076,501,498
1.5581655000000296,1,79.46644050000151,501,498
1.5915630000000078,1,81.1697130000004,501,498
1.624315500000023,1,82.84009050000117,501,498
1.6607865000000288,1,84.70011150000147,501,498
1.6934745000000362,1,86.36719950000185,501,498
1.7267448000000059,1,88.0639848000003,501,498
1.7594530000000077,1,89.7321030000004,501,498
1.792332799999997,1,91.40897279999984,501,498
1.828887400000042,1,93.27325740000214,501,498
1.8661195000000248,1,95.17209450000126,501,498
1.90319310000001,1,97.06284810000051,501,498
1.9400105999999937,1,98.94054059999968,501,498
1.9768591000000129,1,100.81981410000066,501,498
2.013714700000037,1,102.69944970000188,501,498
2.051040999999998,1,104.60309099999989,501,498
2.0876721000000202,1,106.47127710000103,501,498
2.124198299999989,1,108.33411329999944,501,498
2.161268000000007,1,110.22466800000035,501,498
2.1983410999999933,1,112.11539609999966,501,498
2.235276200000044,1,113.99908620000224,501,498
2.271775900000023,1,115.86057090000116,501,498
2.308751700000016,1,117.74633670000082,501,498
2.3456262000000265,1,119.62693620000135,501,498
2.3823697000000266,1,121.50085470000136,501,498
2.4197821000000204,1,123.40888710000104,501,498
2.45610529999999,1,125.2613702999995,501,498
2.4929701000000364,1,127.14147510000186,501,498
2.5304720000000316,1,129.0540720000016,501,498
2.5664652000000387,1,130.88972520000198,501,498
2.6040265999999974,1,132.80535659999987,501,498
2.6406605999999897,1,134.67369059999947,501,498
2.6772256000000425,1,136.53850560000217,501,498
2.7145550000000185,1,138.44230500000094,501,498
2.7516345999999885,1,140.3333645999994,501,498
2.7873762000000397,1,142.15618620000203,501,498
2.824249400000042,1,144.03671940000214,501,498
2.861024200000031,1,145.9122342000016,501,498
2.898411500000009,1,147.81898650000045,501,498
2.9356223999999997,1,149.7167424,501,498
2.964100500000029,1,151.16912550000148,501,498
3.0007598999999914,1,153.03875489999956,501,498
3.038404000000014,1,154.95860400000072,501,498
3.0747714000000315,1,156.8133414000016,501,498
3.110675200000003,1,158.64443520000015,501,498
3.147798600000044,1,160.53772860000225,501,498
3.18558390000004,1,162.46477890000205,501,498
3.2213092000000074,1,164.28676920000038,501,498
3.2580339000000436,1,166.15972890000222,501,498
3.2953505000000405,1,168.06287550000206,501,498
3.3318250000000376,1,169.92307500000192,501,498
3.3693925000000036,1,171.83901750000018,501,498
3.405900900000006,1,173.7009459000003,501,498
3.4421326000000363,1,175.54876260000185,501,498
3.479289100000017,1,177.44374410000086,501,498
3.5162377000000333,1,179.3281227000017,501,498
3.5489664000000403,1,180.99728640000205,501,498
3.5859758000000284,1,182.88476580000145,501,498
3.6228151000000253,1,184.7635701000013,501,498
3.655691900000022,1,186.44028690000113,501,498
3.6922501999999895,1,188.30476019999946,501,498
3.7294472000000383,1,190.20180720000195,501,498
3.7660446000000434,1,192.0682746000022,501,498
3.79907460000004,1,193.75280460000204,501,498
3.836111100000039,1,195.641666100002,501,498
3.8689638000000173,1,197.31715380000088,501,498
3.9061239000000114,1,199.21231890000058,501,498
3.944246700000008,1,201.1565817000004,501,498
3.979869000000008,1,202.9733190000004,501,498
4.016303900000025,1,204.8314989000013,501,498
4.053667800000028,1,206.73705780000142,501,498
4.090573800000016,1,208.6192638000008,501,498
4.127794200000039,1,210.517504200002,501,498
4.164003100000002,1,212.3641581000001,501,498
4.2018611000000305,1,214.29491610000156,501,498
4.237885300000016,1,216.13215030000083,501,498
4.274823300000037,1,218.01598830000188,501,498
4.311531900000034,1,219.88812690000174,501,498
4.348624000000029,1,221.7798240000015,501,498
4.386174700000026,1,223.69490970000135,501,498
4.422572000000002,1,225.55117200000012,501,498
4.459039500000017,1,227.41101450000087,501,498
4.496111600000006,1,229.3016916000003,501,498
4.532581900000025,1,231.16167690000128,501,498
4.570510900000045,1,233.09605590000228,501,498
4.6063363000000095,1,234.92315130000048,501,498
4.643655500000023,1,236.82643050000115,501,498
4.679473300000041,1,238.65313830000207,501,498
4.716310399999998,1,240.53183039999988,501,498
4.753270400000019,1,242.416790400001,501,498
4.786930900000016,1,244.1334759000008,501,498
4.822912599999995,1,245.96854259999975,501,498
4.860746400000039,1,247.898066400002,501,498
4.8931941000000165,1,249.55289910000084,501,498
4.93001780000003,1,251.43090780000153,501,498
4.9672202000000425,1,253.32823020000217,501,498
